"","common","sciname","status_scale","status","score","rgn_id","rgn_name","iucn_sid"
"4363",NA,"Ardea alba","MA","S2B,S4N",0.6,8,"Massachusetts-Virginian",22697043
"4364",NA,"Ardea alba","RI","S1B",0.8,11,"Rhode Island",22697043
"4365",NA,"Ardea alba","CT","S2B",0.6,5,"Connecticut",22697043
"4366",NA,"Ardea alba","NY","S4",0.2,10,"New York",22697043
"4367",NA,"Ardea alba",NA,NA,0,4,"Mid-Atlantic Bight",22697043
"4368",NA,"Nyctanassa violacea",NA,NA,0,6,"Maine",22697203
"4369",NA,"Nyctanassa violacea","MA","S1B,S2N",0.8,7,"Massachusetts-Gulf of Maine",22697203
"4370",NA,"Nyctanassa violacea","MA","S1B,S2N",0.8,8,"Massachusetts-Virginian",22697203
"4371",NA,"Nyctanassa violacea","RI","S1B,S1N",0.8,11,"Rhode Island",22697203
"4372",NA,"Nyctanassa violacea","CT","S1B",0.8,5,"Connecticut",22697203
"4373",NA,"Nyctanassa violacea","NY","S2",0.6,10,"New York",22697203
"4374",NA,"Nyctanassa violacea",NA,NA,0,4,"Mid-Atlantic Bight",22697203
"4375",NA,"Nycticorax nycticorax","ME","S2B",0.6,6,"Maine",22697211
"4376",NA,"Nycticorax nycticorax","MA","S2B",0.6,7,"Massachusetts-Gulf of Maine",22697211
"4377",NA,"Nycticorax nycticorax","MA","S2B",0.6,8,"Massachusetts-Virginian",22697211
"4378",NA,"Nycticorax nycticorax","RI","S2B",0.6,11,"Rhode Island",22697211
"4379",NA,"Nycticorax nycticorax","CT","S2B",0.6,5,"Connecticut",22697211
"4380",NA,"Nycticorax nycticorax","NY","S3",0.4,10,"New York",22697211
"4381",NA,"Nycticorax nycticorax",NA,NA,0,4,"Mid-Atlantic Bight",22697211
"4382",NA,"Ixobrychus exilis","ME","S2B",0.6,6,"Maine",22697314
"4383",NA,"Ixobrychus exilis","MA","S1S2B",0.7,7,"Massachusetts-Gulf of Maine",22697314
"4384",NA,"Ixobrychus exilis","MA","S1S2B",0.7,8,"Massachusetts-Virginian",22697314
"4385",NA,"Ixobrychus exilis","RI","S2B,S2N",0.6,11,"Rhode Island",22697314
"4386",NA,"Ixobrychus exilis","CT","S2B",0.6,5,"Connecticut",22697314
"4387",NA,"Ixobrychus exilis","NY","S3B,S1N",0.4,10,"New York",22697314
"4388",NA,"Ixobrychus exilis",NA,NA,0,4,"Mid-Atlantic Bight",22697314
"4389",NA,"Mycteria americana",NA,NA,0.4,7,"Massachusetts-Gulf of Maine",22697648
"4390",NA,"Mycteria americana",NA,NA,0.4,10,"New York",22697648
"4391",NA,"Pterodroma cahow",NA,NA,0.5,6,"Maine",22698088
"4392",NA,"Pterodroma cahow",NA,NA,0.5,3,"Gulf of Maine",22698088
"4393",NA,"Pterodroma cahow",NA,NA,0.5,9,"New Hampshire",22698088
"4394",NA,"Pterodroma cahow",NA,NA,0.5,2,"Georges Bank",22698088
"4395",NA,"Pterodroma cahow",NA,NA,0.5,7,"Massachusetts-Gulf of Maine",22698088
"4396",NA,"Pterodroma cahow",NA,NA,0.5,1,"Offshore",22698088
"4397",NA,"Pterodroma cahow",NA,NA,0.5,8,"Massachusetts-Virginian",22698088
"4398",NA,"Pterodroma cahow",NA,NA,0.5,11,"Rhode Island",22698088
"4399",NA,"Pterodroma cahow",NA,NA,0.5,4,"Mid-Atlantic Bight",22698088
"4400",NA,"Pterodroma cahow",NA,NA,0.5,5,"Connecticut",22698088
"4401",NA,"Pterodroma cahow",NA,NA,0.5,10,"New York",22698088
"4402",NA,"Hydrobates leucorhous",NA,NA,0.4,6,"Maine",22698511
"4403",NA,"Hydrobates leucorhous",NA,NA,0.4,3,"Gulf of Maine",22698511
"4404",NA,"Hydrobates leucorhous",NA,NA,0.4,9,"New Hampshire",22698511
"4405",NA,"Hydrobates leucorhous",NA,NA,0.4,2,"Georges Bank",22698511
"4406",NA,"Hydrobates leucorhous",NA,NA,0.4,7,"Massachusetts-Gulf of Maine",22698511
"4407",NA,"Hydrobates leucorhous",NA,NA,0.4,1,"Offshore",22698511
"4408",NA,"Hydrobates leucorhous",NA,NA,0.4,8,"Massachusetts-Virginian",22698511
"4409",NA,"Hydrobates leucorhous",NA,NA,0.4,11,"Rhode Island",22698511
"4410",NA,"Hydrobates leucorhous",NA,NA,0.4,4,"Mid-Atlantic Bight",22698511
"4411",NA,"Hydrobates leucorhous",NA,NA,0.4,5,"Connecticut",22698511
"4412",NA,"Hydrobates leucorhous",NA,NA,0.4,10,"New York",22698511
"4413",NA,"Corvus ossifragus","ME","S1?B",0,6,"Maine",22705993
"4414",NA,"Corvus ossifragus","MA","S4",0.2,7,"Massachusetts-Gulf of Maine",22705993
"4415",NA,"Corvus ossifragus","MA","S4",0.2,8,"Massachusetts-Virginian",22705993
"4416",NA,"Corvus ossifragus","RI","S2B,S2N",0.6,11,"Rhode Island",22705993
"4417",NA,"Corvus ossifragus","CT","S4",0.2,5,"Connecticut",22705993
"4418",NA,"Corvus ossifragus","NY","S4",0.2,10,"New York",22705993
"4419",NA,"Corvus ossifragus",NA,NA,0,4,"Mid-Atlantic Bight",22705993
"4420",NA,"Sturnus vulgaris","ME","NNA",0,6,"Maine",22710886
"4421",NA,"Sturnus vulgaris","MA","NNA",0,7,"Massachusetts-Gulf of Maine",22710886
"4422",NA,"Sturnus vulgaris","MA","NNA",0,8,"Massachusetts-Virginian",22710886
"4423",NA,"Sturnus vulgaris","RI","NNA",0,11,"Rhode Island",22710886
"4424",NA,"Sturnus vulgaris","CT","NNA",0,5,"Connecticut",22710886
"4425",NA,"Sturnus vulgaris","NY","NNA",0,10,"New York",22710886
"4426",NA,"Sturnus vulgaris",NA,NA,0,4,"Mid-Atlantic Bight",22710886
"4427",NA,"Cistothorus palustris","ME","S4B",0.2,6,"Maine",22711374
"4428",NA,"Cistothorus palustris","MA","S2S3B",0.5,7,"Massachusetts-Gulf of Maine",22711374
"4429",NA,"Cistothorus palustris","MA","S2S3B",0.5,8,"Massachusetts-Virginian",22711374
"4430",NA,"Cistothorus palustris","RI","S2B,S3N",0.6,11,"Rhode Island",22711374
"4431",NA,"Cistothorus palustris","CT","S4B",0.2,5,"Connecticut",22711374
"4432",NA,"Cistothorus palustris","NY","S5",0,10,"New York",22711374
"4433",NA,"Cistothorus palustris",NA,NA,0,4,"Mid-Atlantic Bight",22711374
"4434",NA,"Eremophila alpestris","ME","S3B,S3S4N",0.4,6,"Maine",22717434
"4435",NA,"Eremophila alpestris","MA","S3B,S4N",0.4,7,"Massachusetts-Gulf of Maine",22717434
"4436",NA,"Eremophila alpestris","MA","S3B,S4N",0.4,8,"Massachusetts-Virginian",22717434
"4437",NA,"Eremophila alpestris","RI","S1B",0.8,11,"Rhode Island",22717434
"4438",NA,"Eremophila alpestris","CT","S1B",0.8,5,"Connecticut",22717434
"4439",NA,"Eremophila alpestris","NY","S3S4B",0.3,10,"New York",22717434
"4440",NA,"Eremophila alpestris",NA,NA,0,4,"Mid-Atlantic Bight",22717434
"4441",NA,"Anthus rubescens","ME","S1B,S3N",0.8,6,"Maine",22718575
"4442",NA,"Anthus rubescens","MA","S4N",0.2,7,"Massachusetts-Gulf of Maine",22718575
"4443",NA,"Anthus rubescens","MA","S4N",0.2,8,"Massachusetts-Virginian",22718575
"4444",NA,"Anthus rubescens","RI","N5B,N5N",0,11,"Rhode Island",22718575
"4445",NA,"Anthus rubescens","CT","N5B,N5N",0,5,"Connecticut",22718575
"4446",NA,"Anthus rubescens","NY","N5B,N5N",0,10,"New York",22718575
"4447",NA,"Anthus rubescens",NA,NA,0,4,"Mid-Atlantic Bight",22718575
"4448",NA,"Calcarius lapponicus","ME","S2S3N",0.5,6,"Maine",22721033
"4449",NA,"Calcarius lapponicus","MA","S4N",0.2,7,"Massachusetts-Gulf of Maine",22721033
"4450",NA,"Calcarius lapponicus","MA","S4N",0.2,8,"Massachusetts-Virginian",22721033
"4451",NA,"Calcarius lapponicus","RI","N5B,N5N",0,11,"Rhode Island",22721033
"4452",NA,"Calcarius lapponicus","CT","N5B,N5N",0,5,"Connecticut",22721033
"4453",NA,"Calcarius lapponicus","NY","N5B,N5N",0,10,"New York",22721033
"4454",NA,"Calcarius lapponicus",NA,NA,0,4,"Mid-Atlantic Bight",22721033
"4455",NA,"Melospiza melodia","ME","S4N,S4S5B",0.1,6,"Maine",22721058
"4456",NA,"Melospiza melodia","MA","S5",0,7,"Massachusetts-Gulf of Maine",22721058
"4457",NA,"Melospiza melodia","MA","S5",0,8,"Massachusetts-Virginian",22721058
"4458",NA,"Melospiza melodia","RI","S5B",0,11,"Rhode Island",22721058
"4459",NA,"Melospiza melodia","CT","S5B",0,5,"Connecticut",22721058
"4460",NA,"Melospiza melodia","NY","S5B",0,10,"New York",22721058
"4461",NA,"Melospiza melodia",NA,NA,0,4,"Mid-Atlantic Bight",22721058
"4462",NA,"Ammospiza maritima",NA,NA,0,6,"Maine",22721123
"4463",NA,"Ammospiza maritima",NA,NA,0,7,"Massachusetts-Gulf of Maine",22721123
"4464",NA,"Ammospiza maritima",NA,NA,0,8,"Massachusetts-Virginian",22721123
"4465",NA,"Ammospiza maritima",NA,NA,0,11,"Rhode Island",22721123
"4466",NA,"Ammospiza maritima",NA,NA,0,5,"Connecticut",22721123
"4467",NA,"Ammospiza maritima",NA,NA,0,10,"New York",22721123
"4468",NA,"Ammospiza maritima",NA,NA,0,4,"Mid-Atlantic Bight",22721123
"4469",NA,"Geothlypis trichas","ME","S4S5B",0.1,6,"Maine",22721836
"4470",NA,"Geothlypis trichas","MA","S5B",0,7,"Massachusetts-Gulf of Maine",22721836
"4471",NA,"Geothlypis trichas","MA","S5B",0,8,"Massachusetts-Virginian",22721836
"4472",NA,"Geothlypis trichas","RI","S5B",0,11,"Rhode Island",22721836
"4473",NA,"Geothlypis trichas","CT","S5B",0,5,"Connecticut",22721836
"4474",NA,"Geothlypis trichas","NY","S5B",0,10,"New York",22721836
"4475",NA,"Geothlypis trichas",NA,NA,0,4,"Mid-Atlantic Bight",22721836
"4476",NA,"Butorides striata",NA,NA,0,6,"Maine",22728182
"4477",NA,"Butorides striata",NA,NA,0,7,"Massachusetts-Gulf of Maine",22728182
"4478",NA,"Butorides striata",NA,NA,0,8,"Massachusetts-Virginian",22728182
"4479",NA,"Butorides striata",NA,NA,0,11,"Rhode Island",22728182
"4480",NA,"Butorides striata",NA,NA,0,5,"Connecticut",22728182
"4481",NA,"Butorides striata",NA,NA,0,10,"New York",22728182
"4482",NA,"Butorides striata",NA,NA,0,4,"Mid-Atlantic Bight",22728182
"4483",NA,"Ammospiza nelsoni",NA,NA,0,6,"Maine",22728393
"4484",NA,"Ammospiza nelsoni",NA,NA,0,7,"Massachusetts-Gulf of Maine",22728393
"4485",NA,"Ammospiza nelsoni",NA,NA,0,8,"Massachusetts-Virginian",22728393
"4486",NA,"Ammospiza nelsoni",NA,NA,0,11,"Rhode Island",22728393
"4487",NA,"Ammospiza nelsoni",NA,NA,0,5,"Connecticut",22728393
"4488",NA,"Ammospiza nelsoni",NA,NA,0,10,"New York",22728393
"4489",NA,"Ammospiza nelsoni",NA,NA,0,4,"Mid-Atlantic Bight",22728393
"4490",NA,"Melanitta deglandi",NA,NA,0,6,"Maine",22734194
"4491",NA,"Melanitta deglandi",NA,NA,0,3,"Gulf of Maine",22734194
"4492",NA,"Melanitta deglandi",NA,NA,0,9,"New Hampshire",22734194
"4493",NA,"Melanitta deglandi",NA,NA,0,7,"Massachusetts-Gulf of Maine",22734194
"4494",NA,"Melanitta deglandi",NA,NA,0,2,"Georges Bank",22734194
"4495",NA,"Melanitta deglandi",NA,NA,0,8,"Massachusetts-Virginian",22734194
"4496",NA,"Melanitta deglandi",NA,NA,0,11,"Rhode Island",22734194
"4497",NA,"Melanitta deglandi",NA,NA,0,4,"Mid-Atlantic Bight",22734194
"4498",NA,"Melanitta deglandi",NA,NA,0,5,"Connecticut",22734194
"4499",NA,"Melanitta deglandi",NA,NA,0,10,"New York",22734194
"4500",NA,"Hydrobates castro",NA,NA,0,2,"Georges Bank",22735803
"4501",NA,"Hydrobates castro",NA,NA,0,1,"Offshore",22735803
"4502",NA,"Hydrobates castro",NA,NA,0,4,"Mid-Atlantic Bight",22735803
"4503",NA,"Pterodroma deserta",NA,NA,0.4,1,"Offshore",22736135
"4504","swordfish","Xiphias gladius",NA,NA,0,2,"Georges Bank",23148
"4505","swordfish","Xiphias gladius",NA,NA,0,1,"Offshore",23148
"4506","swordfish","Xiphias gladius",NA,NA,0,4,"Mid-Atlantic Bight",23148
"4507",NA,"Balaenoptera edeni",NA,NA,NA,1,"Offshore",2476
"4508",NA,"Balaenoptera edeni",NA,NA,NA,2,"Georges Bank",2476
"4509",NA,"Balaenoptera edeni",NA,NA,NA,4,"Mid-Atlantic Bight",2476
"4510",NA,"Balaenoptera edeni",NA,NA,NA,10,"New York",2476
"4511",NA,"Balaenoptera musculus","ME","N1",0.8,6,"Maine",2477
"4512",NA,"Balaenoptera musculus",NA,NA,0.8,3,"Gulf of Maine",2477
"4513",NA,"Balaenoptera musculus",NA,NA,0.8,9,"New Hampshire",2477
"4514",NA,"Balaenoptera musculus",NA,NA,0.8,2,"Georges Bank",2477
"4515",NA,"Balaenoptera musculus","MA","S1",0.8,7,"Massachusetts-Gulf of Maine",2477
"4516",NA,"Balaenoptera musculus",NA,NA,0.8,1,"Offshore",2477
"4517",NA,"Balaenoptera musculus","MA","S1",0.8,8,"Massachusetts-Virginian",2477
"4518",NA,"Balaenoptera musculus","RI","N1",0.8,11,"Rhode Island",2477
"4519",NA,"Balaenoptera musculus",NA,NA,0.8,4,"Mid-Atlantic Bight",2477
"4520",NA,"Balaenoptera musculus",NA,NA,0.8,5,"Connecticut",2477
"4521",NA,"Balaenoptera musculus","NY","N1",0.8,10,"New York",2477
"4522","blacktip shark","Carcharhinus limbatus",NA,NA,0.2,8,"Massachusetts-Virginian",3851
"4523","blacktip shark","Carcharhinus limbatus",NA,NA,0.2,2,"Georges Bank",3851
"4524","blacktip shark","Carcharhinus limbatus",NA,NA,0.2,11,"Rhode Island",3851
"4525","blacktip shark","Carcharhinus limbatus",NA,NA,0.2,4,"Mid-Atlantic Bight",3851
"4526","blacktip shark","Carcharhinus limbatus",NA,NA,0.2,5,"Connecticut",3851
"4527","blacktip shark","Carcharhinus limbatus",NA,NA,0.2,10,"New York",3851
"4528","blacktip shark","Carcharhinus limbatus",NA,NA,0.2,1,"Offshore",3851
"4529","dusky shark","Carcharhinus obscurus",NA,NA,0.4,7,"Massachusetts-Gulf of Maine",3852
"4530","dusky shark","Carcharhinus obscurus",NA,NA,0.4,3,"Gulf of Maine",3852
"4531","dusky shark","Carcharhinus obscurus",NA,NA,0.4,2,"Georges Bank",3852
"4532","dusky shark","Carcharhinus obscurus",NA,NA,0.4,8,"Massachusetts-Virginian",3852
"4533","dusky shark","Carcharhinus obscurus",NA,NA,0.4,11,"Rhode Island",3852
"4534","dusky shark","Carcharhinus obscurus",NA,NA,0.4,4,"Mid-Atlantic Bight",3852
"4535","dusky shark","Carcharhinus obscurus",NA,NA,0.4,5,"Connecticut",3852
"4536","dusky shark","Carcharhinus obscurus",NA,NA,0.4,10,"New York",3852
"4537","dusky shark","Carcharhinus obscurus",NA,NA,0.4,1,"Offshore",3852
"4538","sandbar shark","Carcharhinus plumbeus",NA,NA,0.4,8,"Massachusetts-Virginian",3853
"4539","sandbar shark","Carcharhinus plumbeus",NA,NA,0.4,7,"Massachusetts-Gulf of Maine",3853
"4540","sandbar shark","Carcharhinus plumbeus",NA,NA,0.4,2,"Georges Bank",3853
"4541","sandbar shark","Carcharhinus plumbeus",NA,NA,0.4,11,"Rhode Island",3853
"4542","sandbar shark","Carcharhinus plumbeus",NA,NA,0.4,4,"Mid-Atlantic Bight",3853
"4543","sandbar shark","Carcharhinus plumbeus","CT","NNR",0.4,5,"Connecticut",3853
"4544","sandbar shark","Carcharhinus plumbeus",NA,NA,0.4,10,"New York",3853
"4545","sandbar shark","Carcharhinus plumbeus",NA,NA,0.4,1,"Offshore",3853
"4546","great white shark","Carcharodon carcharias",NA,NA,0.4,6,"Maine",3855
"4547","great white shark","Carcharodon carcharias",NA,NA,0.4,3,"Gulf of Maine",3855
"4548","great white shark","Carcharodon carcharias",NA,NA,0.4,9,"New Hampshire",3855
"4549","great white shark","Carcharodon carcharias",NA,NA,0.4,2,"Georges Bank",3855
"4550","great white shark","Carcharodon carcharias",NA,NA,0.4,7,"Massachusetts-Gulf of Maine",3855
"4551","great white shark","Carcharodon carcharias",NA,NA,0.4,1,"Offshore",3855
"4552","great white shark","Carcharodon carcharias",NA,NA,0.4,8,"Massachusetts-Virginian",3855
"4553","great white shark","Carcharodon carcharias",NA,NA,0.4,11,"Rhode Island",3855
"4554","great white shark","Carcharodon carcharias",NA,NA,0.4,4,"Mid-Atlantic Bight",3855
"4555","great white shark","Carcharodon carcharias",NA,NA,0.4,5,"Connecticut",3855
"4556","great white shark","Carcharodon carcharias",NA,NA,0.4,10,"New York",3855
"4557","bigeye sand tiger shark","Odontaspis noronhai",NA,NA,NA,4,"Mid-Atlantic Bight",39336
"4558","bigeye sand tiger shark","Odontaspis noronhai",NA,NA,NA,1,"Offshore",39336
"4559","thresher","Alopias vulpinus",NA,NA,0.4,6,"Maine",39339
"4560","thresher","Alopias vulpinus",NA,NA,0.4,3,"Gulf of Maine",39339
"4561","thresher","Alopias vulpinus",NA,NA,0.4,9,"New Hampshire",39339
"4562","thresher","Alopias vulpinus",NA,NA,0.4,2,"Georges Bank",39339
"4563","thresher","Alopias vulpinus",NA,NA,0.4,7,"Massachusetts-Gulf of Maine",39339
"4564","thresher","Alopias vulpinus",NA,NA,0.4,1,"Offshore",39339
"4565","thresher","Alopias vulpinus",NA,NA,0.4,8,"Massachusetts-Virginian",39339
"4566","thresher","Alopias vulpinus",NA,NA,0.4,11,"Rhode Island",39339
"4567","thresher","Alopias vulpinus",NA,NA,0.4,4,"Mid-Atlantic Bight",39339
"4568","thresher","Alopias vulpinus",NA,NA,0.4,5,"Connecticut",39339
"4569","thresher","Alopias vulpinus",NA,NA,0.4,10,"New York",39339
"4570","shortfin mako","Isurus oxyrinchus",NA,NA,0.4,6,"Maine",39341
"4571","shortfin mako","Isurus oxyrinchus",NA,NA,0.4,3,"Gulf of Maine",39341
"4572","shortfin mako","Isurus oxyrinchus",NA,NA,0.4,9,"New Hampshire",39341
"4573","shortfin mako","Isurus oxyrinchus",NA,NA,0.4,2,"Georges Bank",39341
"4574","shortfin mako","Isurus oxyrinchus",NA,NA,0.4,7,"Massachusetts-Gulf of Maine",39341
"4575","shortfin mako","Isurus oxyrinchus",NA,NA,0.4,1,"Offshore",39341
"4576","shortfin mako","Isurus oxyrinchus",NA,NA,0.4,8,"Massachusetts-Virginian",39341
"4577","shortfin mako","Isurus oxyrinchus",NA,NA,0.4,11,"Rhode Island",39341
"4578","shortfin mako","Isurus oxyrinchus",NA,NA,0.4,4,"Mid-Atlantic Bight",39341
"4579","shortfin mako","Isurus oxyrinchus",NA,NA,0.4,5,"Connecticut",39341
"4580","shortfin mako","Isurus oxyrinchus",NA,NA,0.4,10,"New York",39341
"4581","spinner shark","Carcharhinus brevipinna",NA,NA,0.2,5,"Connecticut",39368
"4582","spinner shark","Carcharhinus brevipinna",NA,NA,0.2,10,"New York",39368
"4583","spinner shark","Carcharhinus brevipinna",NA,NA,0.2,4,"Mid-Atlantic Bight",39368
"4584","spinner shark","Carcharhinus brevipinna",NA,NA,0.2,1,"Offshore",39368
"4585","silky shark","Carcharhinus falciformis",NA,NA,0.2,2,"Georges Bank",39370
"4586","silky shark","Carcharhinus falciformis",NA,NA,0.2,1,"Offshore",39370
"4587","silky shark","Carcharhinus falciformis",NA,NA,0.2,3,"Gulf of Maine",39370
"4588","silky shark","Carcharhinus falciformis",NA,NA,0.2,8,"Massachusetts-Virginian",39370
"4589","silky shark","Carcharhinus falciformis",NA,NA,0.2,11,"Rhode Island",39370
"4590","silky shark","Carcharhinus falciformis",NA,NA,0.2,4,"Mid-Atlantic Bight",39370
"4591","silky shark","Carcharhinus falciformis",NA,NA,0.2,5,"Connecticut",39370
"4592","silky shark","Carcharhinus falciformis",NA,NA,0.2,10,"New York",39370
"4593","bull shark","Carcharhinus leucas",NA,NA,0,3,"Gulf of Maine",39372
"4594","bull shark","Carcharhinus leucas",NA,NA,0,6,"Maine",39372
"4595","bull shark","Carcharhinus leucas",NA,NA,0,9,"New Hampshire",39372
"4596","bull shark","Carcharhinus leucas",NA,NA,0,7,"Massachusetts-Gulf of Maine",39372
"4597","bull shark","Carcharhinus leucas",NA,NA,0,2,"Georges Bank",39372
"4598","bull shark","Carcharhinus leucas",NA,NA,0,8,"Massachusetts-Virginian",39372
"4599","bull shark","Carcharhinus leucas",NA,NA,0,11,"Rhode Island",39372
"4600","bull shark","Carcharhinus leucas",NA,NA,0,4,"Mid-Atlantic Bight",39372
"4601","bull shark","Carcharhinus leucas",NA,NA,0,5,"Connecticut",39372
"4602","bull shark","Carcharhinus leucas",NA,NA,0,10,"New York",39372
"4603","bull shark","Carcharhinus leucas",NA,NA,0,1,"Offshore",39372
"4604","oceanic whitetip shark","Carcharhinus longimanus",NA,NA,0.4,6,"Maine",39374
"4605","oceanic whitetip shark","Carcharhinus longimanus",NA,NA,0.4,3,"Gulf of Maine",39374
"4606","oceanic whitetip shark","Carcharhinus longimanus",NA,NA,0.4,9,"New Hampshire",39374
"4607","oceanic whitetip shark","Carcharhinus longimanus",NA,NA,0.4,2,"Georges Bank",39374
"4608","oceanic whitetip shark","Carcharhinus longimanus",NA,NA,0.4,7,"Massachusetts-Gulf of Maine",39374
"4609","oceanic whitetip shark","Carcharhinus longimanus",NA,NA,0.4,1,"Offshore",39374
"4610","oceanic whitetip shark","Carcharhinus longimanus",NA,NA,0.4,8,"Massachusetts-Virginian",39374
"4611","oceanic whitetip shark","Carcharhinus longimanus",NA,NA,0.4,11,"Rhode Island",39374
"4612","oceanic whitetip shark","Carcharhinus longimanus",NA,NA,0.4,4,"Mid-Atlantic Bight",39374
"4613","oceanic whitetip shark","Carcharhinus longimanus",NA,NA,0.4,5,"Connecticut",39374
"4614","oceanic whitetip shark","Carcharhinus longimanus",NA,NA,0.4,10,"New York",39374
"4615","tiger shark","Galeocerdo cuvier",NA,NA,0.2,9,"New Hampshire",39378
"4616","tiger shark","Galeocerdo cuvier",NA,NA,0.2,6,"Maine",39378
"4617","tiger shark","Galeocerdo cuvier",NA,NA,0.2,3,"Gulf of Maine",39378
"4618","tiger shark","Galeocerdo cuvier",NA,NA,0.2,7,"Massachusetts-Gulf of Maine",39378
"4619","tiger shark","Galeocerdo cuvier",NA,NA,0.2,2,"Georges Bank",39378
"4620","tiger shark","Galeocerdo cuvier",NA,NA,0.2,8,"Massachusetts-Virginian",39378
"4621","tiger shark","Galeocerdo cuvier",NA,NA,0.2,11,"Rhode Island",39378
"4622","tiger shark","Galeocerdo cuvier",NA,NA,0.2,4,"Mid-Atlantic Bight",39378
"4623","tiger shark","Galeocerdo cuvier",NA,NA,0.2,5,"Connecticut",39378
"4624","tiger shark","Galeocerdo cuvier",NA,NA,0.2,10,"New York",39378
"4625","tiger shark","Galeocerdo cuvier",NA,NA,0.2,1,"Offshore",39378
"4626","lemon shark","Negaprion brevirostris",NA,NA,0.2,6,"Maine",39380
"4627","lemon shark","Negaprion brevirostris",NA,NA,0.2,3,"Gulf of Maine",39380
"4628","lemon shark","Negaprion brevirostris",NA,NA,0.2,9,"New Hampshire",39380
"4629","lemon shark","Negaprion brevirostris",NA,NA,0.2,7,"Massachusetts-Gulf of Maine",39380
"4630","lemon shark","Negaprion brevirostris",NA,NA,0.2,2,"Georges Bank",39380
"4631","lemon shark","Negaprion brevirostris",NA,NA,0.2,8,"Massachusetts-Virginian",39380
"4632","lemon shark","Negaprion brevirostris",NA,NA,0.2,11,"Rhode Island",39380
"4633","lemon shark","Negaprion brevirostris",NA,NA,0.2,4,"Mid-Atlantic Bight",39380
"4634","lemon shark","Negaprion brevirostris",NA,NA,0.2,5,"Connecticut",39380
"4635","lemon shark","Negaprion brevirostris",NA,NA,0.2,10,"New York",39380
"4636","lemon shark","Negaprion brevirostris",NA,NA,0.2,1,"Offshore",39380
"4637","blue shark","Prionace glauca",NA,NA,0.2,6,"Maine",39381
"4638","blue shark","Prionace glauca",NA,NA,0.2,3,"Gulf of Maine",39381
"4639","blue shark","Prionace glauca",NA,NA,0.2,9,"New Hampshire",39381
"4640","blue shark","Prionace glauca",NA,NA,0.2,2,"Georges Bank",39381
"4641","blue shark","Prionace glauca",NA,NA,0.2,7,"Massachusetts-Gulf of Maine",39381
"4642","blue shark","Prionace glauca",NA,NA,0.2,1,"Offshore",39381
"4643","blue shark","Prionace glauca",NA,NA,0.2,8,"Massachusetts-Virginian",39381
"4644","blue shark","Prionace glauca",NA,NA,0.2,11,"Rhode Island",39381
"4645","blue shark","Prionace glauca",NA,NA,0.2,4,"Mid-Atlantic Bight",39381
"4646","blue shark","Prionace glauca",NA,NA,0.2,5,"Connecticut",39381
"4647","blue shark","Prionace glauca",NA,NA,0.2,10,"New York",39381
"4648","scalloped hammerhead","Sphyrna lewini",NA,NA,0.6,6,"Maine",39385
"4649","scalloped hammerhead","Sphyrna lewini",NA,NA,0.6,3,"Gulf of Maine",39385
"4650","scalloped hammerhead","Sphyrna lewini",NA,NA,0.6,9,"New Hampshire",39385
"4651","scalloped hammerhead","Sphyrna lewini",NA,NA,0.6,2,"Georges Bank",39385
"4652","scalloped hammerhead","Sphyrna lewini",NA,NA,0.6,7,"Massachusetts-Gulf of Maine",39385
"4653","scalloped hammerhead","Sphyrna lewini",NA,NA,0.6,1,"Offshore",39385
"4654","scalloped hammerhead","Sphyrna lewini",NA,NA,0.6,8,"Massachusetts-Virginian",39385
"4655","scalloped hammerhead","Sphyrna lewini","RI","NNR",0.6,11,"Rhode Island",39385
"4656","scalloped hammerhead","Sphyrna lewini",NA,NA,0.6,4,"Mid-Atlantic Bight",39385
"4657","scalloped hammerhead","Sphyrna lewini",NA,NA,0.6,5,"Connecticut",39385
"4658","scalloped hammerhead","Sphyrna lewini",NA,NA,0.6,10,"New York",39385
"4659","great hammerhead","Sphyrna mokarran",NA,NA,0.6,5,"Connecticut",39386
"4660","great hammerhead","Sphyrna mokarran",NA,NA,0.6,10,"New York",39386
"4661","great hammerhead","Sphyrna mokarran",NA,NA,0.6,4,"Mid-Atlantic Bight",39386
"4662","great hammerhead","Sphyrna mokarran",NA,NA,0.6,1,"Offshore",39386
"4663","bonnethead","Sphyrna tiburo",NA,NA,0,6,"Maine",39387
"4664","bonnethead","Sphyrna tiburo",NA,NA,0,9,"New Hampshire",39387
"4665","bonnethead","Sphyrna tiburo",NA,NA,0,3,"Gulf of Maine",39387
"4666","bonnethead","Sphyrna tiburo",NA,NA,0,7,"Massachusetts-Gulf of Maine",39387
"4667","bonnethead","Sphyrna tiburo",NA,NA,0,2,"Georges Bank",39387
"4668","bonnethead","Sphyrna tiburo",NA,NA,0,8,"Massachusetts-Virginian",39387
"4669","bonnethead","Sphyrna tiburo",NA,NA,0,11,"Rhode Island",39387
"4670","bonnethead","Sphyrna tiburo",NA,NA,0,4,"Mid-Atlantic Bight",39387
"4671","bonnethead","Sphyrna tiburo",NA,NA,0,5,"Connecticut",39387
"4672","bonnethead","Sphyrna tiburo",NA,NA,0,10,"New York",39387
"4673","bonnethead","Sphyrna tiburo",NA,NA,0,1,"Offshore",39387
"4674","smooth hammerhead","Sphyrna zygaena",NA,NA,0.4,6,"Maine",39388
"4675","smooth hammerhead","Sphyrna zygaena",NA,NA,0.4,3,"Gulf of Maine",39388
